Hora,RPM,Velocidad,Gear
10:42:11,1913.872956,121.1593609,4
10:42:11,1816.659678,121.0812947,4
10:42:11,1721.781399,121.0031512,4
10:42:11,1629.064143,120.9249686,4
10:42:11,1538.367945,120.8467762,4
10:42:11,1449.858822,120.7685965,4
10:42:11,1363.558793,120.6904472,4
10:42:11,1279.370904,120.6123419,4
10:42:12,1197.21118,120.5342911,4
10:42:12,1116.993143,120.4563029,4
10:42:12,1038.299263,120.3783835,4
10:42:12,961.0856399,120.3005376,4
10:42:12,885.3128489,120.2227688,4
10:42:12,810.9450734,120.14508,4
10:42:12,737.9494199,120.0674731,4
10:42:12,666.2953754,119.9899498,4
10:42:12,595.9543752,119.9125112,4
10:42:13,526.8994596,119.8351581,4
10:42:13,459.1049989,119.757891,4
10:42:13,392.5464739,119.6807105,4
10:42:13,327.2003005,119.6036165,4
10:42:13,263.0436891,119.5266093,4
10:42:13,200.0545326,119.4496889,4
10:42:13,138.2113165,119.3728552,4
10:42:13,77.4930479,116.9346409,4
10:42:13,17.87919826,114.4991478,4
10:42:13,0,112.0663169,4
10:42:14,0,109.6360892,4
10:42:14,0,107.2084061,4
10:42:14,0,104.7832093,4
10:42:14,0,102.3604407,4
10:42:14,0,99.94004238,4
10:42:14,0,97.52195661,4
10:42:14,0,95.10612594,4
10:42:15,0,92.69249313,4
10:42:15,0,90.28100111,4
10:42:15,0,87.87159303,4
10:42:15,0,85.46421224,4
10:42:15,0,83.05880226,4
10:42:15,0,80.6553068,4
10:42:15,0,78.25366975,4
10:42:15,0,75.85383517,4
10:42:15,0,73.45574728,4
10:42:15,0,71.05935048,4
10:42:15,0,68.6645893,4
10:42:15,0,66.27140844,4
10:42:16,0,63.87975274,4
10:42:16,0,61.48956717,4
10:42:16,0,59.10079687,4
10:42:16,0,56.71338707,4
10:42:16,0,54.32728313,4
10:42:16,0,51.94243056,4
10:42:16,0,49.55877496,4
10:42:16,0,47.17626205,4
10:42:16,0,44.79483764,4
10:42:17,0,42.41444766,4
10:42:17,0,40.03503812,4
10:42:17,0,37.65655514,4
10:42:17,0,35.27894489,4
10:42:17,0,32.90215366,4
10:42:17,0,30.5261278,4
10:42:17,0,28.15081371,3
10:42:17,0,25.77615789,3
10:42:17,0,23.40210687,3
10:42:17,0,21.02860727,3
10:42:18,0,18.65560573,3
10:42:18,0,16.28304895,3
10:42:18,0,14.06962086,2
10:42:18,0,12.13664579,2
10:42:18,0,10.46525682,2
10:42:18,0,9.022279191,2
10:42:18,0,7.776780842,2
10:42:18,0,6.701758516,2
10:42:18,0,5.773869898,2
10:42:18,0,4.972967464,2
10:42:19,0,4.281664557,2
10:42:19,0,3.684957153,1
10:42:19,0,3.169896637,1
10:42:19,0,2.725308057,1
10:42:19,0,2.341546755,1
10:42:19,0,2.010288709,1
10:42:19,0,1.72434945,1
10:42:19,0,1.477527999,1
10:42:19,0,1.264472084,1
10:42:20,0,1.080561975,1
10:42:20,0,0.92181013,1
10:42:20,0,0.784774662,1
10:42:20,0,0.657252526,1
10:42:20,0,0.529731258,1
10:42:20,0,0.402210705,1
10:42:20,0,0.274690713,1
10:42:20,0,0.147171129,1
10:42:20,0,0.019651799,1
10:42:20,0,0,1
10:42:21,0,0,1
10:42:21,0,0,1
10:42:21,0,0,1
10:42:21,0,0,1
10:42:21,0,0,1
10:42:21,0,0,1
10:42:21,0,0,1
10:42:21,0,0,1
10:42:21,0,0,1
10:42:21,0,0,1
10:42:22,0,0,1
10:42:22,0,0,1
10:42:22,0,0,1
10:42:22,0,0,1
10:42:22,0,0,1
10:42:22,0,0,1
10:42:22,0,0,1
10:42:22,0,0,1
10:42:23,0,0,1
10:42:23,0,0,1
10:42:23,0,0,1
10:42:23,0,0,1
10:42:23,0,0,1
10:42:23,0,0,1
10:42:23,0,0,1
10:42:23,0,0,1
10:42:23,0,0,1
10:42:23,0,0,1
10:42:24,0,0,1
10:42:24,0,0,1
10:42:24,0,0,1
10:42:24,0,0,1
10:42:24,0,0,1
10:42:24,0,0,1
10:42:24,0,0,1
10:42:24,0,0,1
10:42:24,0,0,1
10:42:24,0,0,1
10:42:25,0,0,1
10:42:25,0,0,1
10:42:25,0,0,1
10:42:25,0,0,1
10:42:25,0,0,1
10:42:25,0,0,1
10:42:25,0,0,1
10:42:25,0,0,1
10:42:25,0,0,1
10:42:25,0,0,1
10:42:26,0,0,1
10:42:26,0,0,1
10:42:26,0,0,1
10:42:26,0,0,1
10:42:26,0,0,1
10:42:26,0,0,1
10:42:26,0,0,1
10:42:26,0,0,1
10:42:26,0,0,1
10:42:26,0,0,1
10:42:27,0,0,1
10:42:27,0,0,1
10:42:27,0,0,1
18:13:19,0,0,1
18:13:19,0,0,1
18:13:19,0,0,1
18:13:19,0,0,1
18:13:20,0,0,1
18:13:20,0,0,1
18:13:20,0,0,1
18:13:20,0,0,1
18:13:20,0,0,1
18:13:20,0,0,1
18:13:20,0,0,1
18:13:20,0,0,1
18:13:20,0,0,1
18:13:20,0,0,1
18:13:21,0,0,1
18:13:21,0,0,1
18:13:21,0,0,1
18:13:21,0,0,1
18:13:21,0,0,1
18:13:21,0,0,1
18:13:21,0,0,1
18:13:21,0,0,1
18:13:21,0,0,1
18:13:22,0,0,1
18:13:22,0,0,1
18:13:22,0,0,1
18:13:22,0,0,1
18:13:22,0,0,1
18:13:22,0,0,1
18:13:22,0,0,1
18:13:22,0,0,1
18:13:22,0,0,1
18:13:22,0,0,1
18:13:23,0,0,1
18:13:23,0,0,1
18:13:23,0,0,1
18:13:23,0,0,1
18:13:23,0,0,1
18:13:23,0,0,1
18:13:23,0,0,1
18:13:23,0,0,1
18:13:23,0,0,1
18:13:24,0,0,1
18:13:24,0,0,1
18:13:24,0,0,1
18:13:24,0,0,1
18:13:24,0,0,1
18:13:24,0,0,1
18:13:24,0,0,1
18:13:24,0,0,1
18:13:24,0,0,1
18:13:24,0,0,1
18:13:25,0,0,1
18:13:25,0,0,1
18:13:25,0,0,1
18:13:25,0,0,1
18:13:25,0,0,1
18:13:25,0,0,1
18:13:25,0,0,1
18:13:25,0,0,1
18:13:25,0,0,1
18:13:26,0,0,1
18:13:26,0,0,1
18:13:26,0,0,1
18:13:26,0,0,1
18:13:26,0,0,1
18:13:26,0,0,1
18:13:26,0,0,1
18:13:26,0,0,1
18:13:26,0,0,1
18:13:26,0,0,1
18:13:27,0,0,1
18:13:27,0,0,1
18:13:27,0,0,1
18:13:27,0,0,1
18:13:27,0,0,1
18:13:27,0,0,1
18:13:27,0,0,1
18:13:27,0,0,1
18:13:27,0,0,1
18:13:28,0,0,1
18:13:28,0,0,1
18:13:28,0,0,1
18:13:28,0,0,1
18:13:28,0,0,1
18:13:28,0,0,1
18:13:28,0,0,1
18:13:28,0,0,1
18:13:28,0,0,1
18:13:29,0,0,1
18:13:29,0,0,1
18:13:29,0,0,1
18:13:29,0,0,1
18:13:29,0,0,1
18:13:29,0,0,1
18:13:29,0,0,1
18:13:29,0,0,1
18:13:29,0,0,1
18:13:29,0,0,1
18:13:30,0,0,1
18:13:30,0,0,1
18:13:30,0,0,1
18:13:30,0,0,1
18:13:30,0,0,1
18:13:30,0,0,1
18:13:30,0,0,1
18:13:30,0,0,1
18:13:30,0,0,1
18:13:30,0,0,1
18:13:31,0,0,1
18:13:31,0,0,1
18:13:31,0,0,1
18:13:31,0,0,1
18:13:31,0,0,1
18:13:31,0,0,1
18:13:31,0,0,1
18:13:31,0,0,1
18:13:31,0,0,1
18:13:32,0,0,1
18:13:32,0,0,1
18:13:32,0,0,1
18:13:32,0,0,1
18:13:32,0,0,1
18:13:32,0,0,1
18:13:32,0,0,1
18:13:32,0,0,1
18:13:32,0,0,1
18:13:32,0,0,1
18:13:33,0,0,1
18:13:33,0,0,1
18:13:33,0,0,1
18:13:33,0,0,1
18:13:33,0,0,1
18:13:33,0,0,1
18:13:33,0,0,1
18:13:33,0,0,1
18:13:33,0,0,1
18:13:34,0,0,1
18:13:34,0,0,1
18:13:34,0,0,1
18:13:34,0,0,1
18:13:34,0,0,1
18:13:34,0,0,1
18:13:34,0,0,1
18:13:34,0,0,1
18:13:35,0,0,1
18:13:35,0,0,1
18:13:35,0,0,1
18:13:35,0,0,1
18:13:35,0,0,1
18:13:35,0,0,1
18:13:35,0,0,1
18:13:35,0,0,1
